HK/   AAT og VLT:
Raw weights
                                                                                
8182 data points:
0001-5169  (5169 data points)   AAT/UCLES i Australien
5179-8182  (3013 data points)   VLT/UVES (ESO) i Chile
                                                                                
    Time (sec)    Data(m/s)    sigma(m/s)
-------------------------------------------
      355589.     0.689430      1.88176
      355610.     -1.11948      1.70301
      355631.      1.84533      1.52114
      355653.     0.207470      1.60723
      355675.    -0.846380      1.58261
      355696.      3.24974      1.62940
      355717.      1.98752      1.54563
      355739.     -2.28995      1.34839
      355761.      3.17613      1.64988
      355782.     0.952530      1.37404
      355804.      2.50588      1.36691
      355825.      1.53825      1.46856
      355847.     0.906800      1.54473
      355869.     0.782790      1.43395
      355890.      2.05735      1.53758
      355912.      4.46515      1.57136
      355933.      1.56234      1.42681
      355955.      4.63649      1.57975
      355977.      3.57126      1.48339
      355998.      1.30346      1.31539
      356020.      3.49584      1.37623
      356041.      3.60382      1.47096
      356063.      3.92925      1.62464
      356085.     0.317180      1.49104
      356106.      1.51085      1.52139
      356128.    -0.659550      1.57975
      356149.     0.955440      1.46325
      356170.      1.66433      1.63179
      356192.      2.87743      2.01504
      356213.      3.59845      1.49487
      356235.     0.314400      1.47196
      356278.      2.17669      1.59877
      356299.      1.77805      1.58547
      356321.      3.37240      1.62935
      356342.      2.60630      1.71606
      356385.     -1.23940      2.01183
      356428.     0.605730      1.75704
      356450.     0.316290      1.73872
      356472.     -2.97906      2.28961
      356493.    -0.770990      2.47885
      356515.      2.63656      2.17505
      356537.      4.70791      1.88925
      356559.      5.54127      2.34374
      356601.    -0.254670      3.39956
      356623.      2.46016      2.17497
      356645.      2.71668      1.97494
      356666.      4.47249      2.36853
      356688.      1.53558      1.76704
      356711.      1.57012      2.02556
      356735.      1.67593      1.49041
      356758.      7.09409      2.17837
      356831.      3.23621      1.68026
      356858.      2.66053      1.75796
      356882.     0.185720      1.95148
      356905.      2.91820      2.20257
      356929.     -1.75192      2.99971
      361476.      4.29474      1.53396
      361532.      3.14508      1.66759
      361550.     -1.83951      1.82403
      361569.     -4.50118      1.94953
      361588.     -1.48857      1.76982
      361605.     -3.34284      1.88493
      361623.     -1.75316      1.97324
      361640.     -1.53880      1.91552
      361658.     -5.31909      1.81030
      361676.     -3.89506      1.89711
      361693.    -0.158070      2.06977
      361710.     -2.41296      1.98709
      361731.    -0.893980      2.11191
      361749.      6.40912      2.87681
      361767.      1.83925      2.15078
      361789.     -4.63235      2.36708
      361806.      1.98768      1.78678
      361824.      3.34963      1.99057
      361841.      1.44655      1.88471
      361859.     0.690790      1.85496
      361879.      2.62882      1.87933
      361896.      4.42589      2.27162
      361914.     0.876230      1.94528
      361932.     0.494980      1.91066
      361950.     0.814150      1.71946
      361967.     0.428220      2.09546
      361985.     -1.78032      1.86828
      362003.     -2.29168      1.99749
      362020.     -1.22169      1.66891
      362039.     0.732360      1.84899
      362056.     -2.51081      1.68779
      362075.      4.09232      2.13037
      362094.     -1.12208      1.82529
      362112.      1.45728      1.81981
      362131.     0.581030      2.00148
      362151.     0.708640      2.06651
      362169.     -1.17731      1.92773
      362189.      2.59236      1.77972
      362208.     0.222500      1.49249
      362225.     -1.02629      1.57465
      362244.      1.55108      1.93701
      362262.     -1.32525      1.83213
      362280.      1.87664      1.86492
      362300.    -0.712900      1.70864
      362317.     -1.85729      1.70117
      362338.     -1.95308      1.80529
      362356.    -0.683940      1.87876
      362374.     -1.65448      1.82944
      362392.   -0.0145700      1.76406
      362410.      3.31768      2.06174
      362429.     -1.62660      1.69525
      362447.     0.333500      1.71763
      362466.      1.43097      1.84672
      362485.     -4.73768      2.02948
      362503.      3.15516      1.60929
      362522.      1.57987      1.75505
      362541.   -0.0569900      1.73704
      362559.     0.276910      1.69017
      362578.    -0.923200      2.43193
      362596.     -3.13218      1.94314
      362615.      3.10180      1.99093
      362637.     -3.80405      2.06814
      362658.     0.608530      1.99929
      362679.    -0.947680      1.69165
      362701.    -0.306940      1.75985
      362719.      3.24343      1.82109
      362737.      2.91132      1.80574
      362757.      2.21630      1.87341
      362775.    -0.600610      1.70923
      362796.      1.17857      1.79043
      362813.     0.971870      1.79870
      362832.     -4.81731      1.95003
      362849.     -2.54728      1.86428
      362867.     0.468810      1.70431
      362887.     -1.28812      1.78141
      362907.      2.04838      1.99708
      362927.    -0.343980      1.77292
      362949.      1.57954      1.92538
      362969.     -1.85684      1.81803
      362987.    -0.597610      1.75726
      363006.     -1.33992      1.72996
      363024.    0.0433500      2.06095
      363041.    -0.621430      1.65766
      363062.    -0.992040      1.86737
      363081.      1.32477      1.85119
      363099.     -3.42019      1.80199
      363118.    -0.323450      1.84569
      363136.     0.371270      1.92991
      363154.     -3.03731      1.83333
      363171.    0.0134700      2.02050
      363189.     -3.78348      1.67078
      363207.      1.88892      2.04203
      363225.     0.766820      1.81784
      363245.     0.877370      1.81809
      363264.    -0.444350      2.07829
      363283.      2.67605      1.93568
      363301.    -0.857840      1.71761
      363319.      2.86780      1.83136
      363337.     0.481510      1.85955
      363356.     -5.58876      3.10786
      363375.      1.98263      2.05526
      363394.      1.43974      2.08858
      363412.     0.475000      1.97284
      363431.     -2.77450      1.89040
      363449.      3.62478      2.09223
      363467.      1.12359      1.81032
      363485.     -2.69770      1.96611
      363504.      2.96178      2.11248
      363523.    -0.900040      1.97200
      363542.     -4.91795      1.98284
      363560.     -3.18627      1.77446
      363578.      3.25997      1.92874
      363597.      1.48910      1.67913
      363614.    -0.852800      1.78518
      363633.     -1.49002      2.00622
      363653.     -2.97880      2.02269
      363672.     0.382850      2.04877
      363690.     0.807950      1.95002
      363707.      1.73617      2.05472
      363726.      2.59754      2.04532
      363745.     -2.02004      1.93509
      363764.     -2.47739      2.00314
      363783.     0.713980      1.96319
      363802.     0.124720      2.54756
      363822.      3.81018      2.85067
      363840.     0.748720      2.56394
      363878.     -3.74954      1.72002
      363896.    -0.748420      1.71876
      363914.     0.634560      2.34849
      363933.     0.595010      1.90907
      363953.     0.203820      2.64905
      363971.      1.04291      2.02722
      363989.      2.16769      2.43989
      364030.      1.20112      1.92468
      364051.      2.30513      3.16610
      364072.      2.02495      3.06937
      364093.     0.872290      2.41971
      364114.      4.50943      2.54509
      387770.      1.84061     0.593853
      387797.      1.41974     0.598732
      387836.      1.35312     0.517151
      387864.  -0.00463000     0.569271
      387892.      2.09823     0.692641
      387920.      1.06027     0.557353
      387948.    -0.496370     0.547599
      387976.    -0.688090     0.555011
      388004.    -0.724810     0.473410
      388032.     -1.00634     0.521617
      388060.    -0.169820     0.479483
      388089.    -0.157790     0.519915
      388117.     0.258550     0.534535
      388145.      1.12478     0.491716
      388174.     0.522500     0.469706
      388207.     0.162430     0.496960
      388235.      1.01136     0.480244
      388262.      2.16286     0.536782
      388291.      1.77364     0.529634
      388319.      1.65499     0.511584
      388347.      1.36040     0.468243
      388375.   -0.0702400     0.491294
      388405.     0.554430     0.509113
      388445.     -1.50924     0.536496
      388476.     0.289040     0.672188
      388506.    -0.931340     0.498233
      388532.     -1.71018     0.509959
      388559.     -1.24676     0.590717
      388587.      1.54482     0.602637
      388615.      1.65828     0.639182
      388642.      3.28853     0.629296
      388670.      2.81345     0.632723
      388697.      1.43387     0.652973
      388724.      2.47814     0.632646
      388751.      1.66129     0.616780
      388777.     0.659060     0.614615
      388807.    -0.921600     0.623466
      388834.    -0.900670     0.637087
      388862.     -1.87728     0.652622
      388889.    -0.419000     0.614795
      388916.     0.189870     0.665763
      388942.     0.134590     0.636913
      388970.     0.773820     0.650245
      388997.      2.66891     0.639747
      389024.      2.71299     0.598134
      389051.      2.23096     0.544447
      389078.      2.07036     0.494508
      389106.    -0.445730     0.761359
      389133.    0.0416100     0.494853
      389159.     0.369920     0.472093
      389186.    -0.781770     0.503384
      389213.    -0.152600     0.486465
      389241.    -0.253390     0.515466
      389268.    -0.523760     0.512752
      389296.     0.478910     0.486864
      389323.      1.08920     0.496595
      389349.      1.78656     0.501048
      389384.      2.46513     0.500976
      389411.      2.62516     0.514753
      389436.      1.59979     0.657809
      389463.     0.776260     0.526710
      389489.     0.974740     0.517362
      389515.     0.269760     0.534543
      389542.      1.49834     0.577315
      389568.     0.317400     0.568190
      389595.     0.786580     0.579787
      389621.     0.139910     0.546580
      389647.      1.47908     0.543180
      389674.      1.49448     0.548851
